title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded,metascore,userscore,total_sales_scaled,metascore_scaled,userscore_scaled,combined_score,success_combined
tony hawk's american sk8land,Gba,Sports,Activision,Vicarious Visions,6.0,0.24,0.17,0.0,0.06,0.0,2005.0,17,6,23,84.0,62.0,0.011811023622047244,0.8227848101265823,0.6391752577319587,0.2902981501252054,1
virtua tennis 4,X360,Sports,Sega,Sega-Am2,6.5,0.24,0.12,0.01,0.09,0.02,2011.0,17,35,566,69.0,66.0,0.011811023622047244,0.6329113924050633,0.6804123711340206,0.272126415817493,0
tiger woods pga tour 10,Psp,Sports,Ea Sports,Ea Tiburon,8.1,0.24,0.12,0.0,0.07,0.05,2009.0,17,25,167,80.0,53.0,0.011811023622047244,0.7721518987341772,0.5463917525773195,0.2595073371276848,0
mega man x collection,Ps2,Misc,Capcom,Capcom,7.5,0.24,0.12,0.0,0.09,0.03,2006.0,6,21,107,73.0,74.0,0.011811023622047244,0.6835443037974683,0.7628865979381443,0.3003399092273846,1
britney's dance beat,Ps2,Misc,Thq,Metro Graphics,7.3,0.24,0.12,0.0,0.09,0.03,2002.0,6,21,657,63.0,83.0,0.011811023622047244,0.5569620253164557,0.8556701030927835,0.30454844374389256,1
dreamcast collection,X360,Misc,Sega,Sega,5.3,0.24,0.16,0.0,0.06,0.02,2011.0,6,35,566,53.0,53.0,0.011811023622047244,0.43037974683544306,0.5463917525773195,0.2082415143428747,0
just dance 2017,Ps4,Misc,Ubisoft,Ubisoft Paris,7.3,0.24,0.08,0.0,0.12,0.04,2016.0,6,23,685,72.0,54.0,0.011811023622047244,0.6708860759493671,0.5567010309278351,0.24689478329759218,0
killer is dead,Ps3,Action,Xseed Games,Grasshopper Manufacture,7.3,0.24,0.12,0.05,0.04,0.03,2013.0,0,22,729,64.0,77.0,0.011811023622047244,0.569620253164557,0.7938144329896907,0.29098326039533456,1
darksiders ii: deathinitive edition,Ps4,Action-Adventure,Nordic Games,Gunfire Games,7.5,0.24,0.1,0.0,0.1,0.04,2015.0,1,23,467,72.0,74.0,0.011811023622047244,0.6708860759493671,0.7628865979381443,0.2984411750501695,1
we love golf!,Wii,Sports,Capcom,Camelot Software Planning,7.3,0.24,0.19,0.03,0.0,0.02,2008.0,17,31,107,75.0,0.0,0.011811023622047244,0.7088607594936709,0.0,0.11341572809727898,0
ncaa college basketball 2k3,Ps2,Sports,Sega,Kush Games,7.3,0.24,0.12,0.0,0.09,0.03,2002.0,17,21,566,83.0,0.0,0.011811023622047244,0.810126582278481,0.0,0.1286056015150005,0
mlb,Psp,Sports,Sony Computer Entertainment,989 Sports,8.0,0.24,0.23,0.0,0.0,0.02,2005.0,17,25,585,80.0,42.0,0.011811023622047244,0.7721518987341772,0.4329896907216495,0.2311568216637673,0
pure futbol,Ps3,Sports,Ubisoft,Ubisoft Vancouver,4.0,0.24,0.06,0.0,0.13,0.04,2010.0,17,22,685,38.0,58.0,0.011811023622047244,0.24050632911392406,0.5979381443298969,0.19264709962279117,0
nba live 14,Xone,Sports,Ea Sports,Ea Tiburon,7.3,0.24,0.19,0.0,0.02,0.02,2013.0,17,38,167,43.0,26.0,0.011811023622047244,0.3037974683544304,0.26804123711340205,0.11966654370474342,0
grand slam tennis 2,Ps3,Sports,Ea Sports,Ea Sports,7.3,0.24,0.09,0.0,0.1,0.04,2012.0,17,22,167,71.0,54.0,0.011811023622047244,0.6582278481012658,0.5567010309278351,0.24499604912037698,0
nba live 10,Psp,Sports,Ea Sports,Ea Canada,5.9,0.24,0.21,0.01,0.0,0.02,2009.0,17,25,167,80.0,72.0,0.011811023622047244,0.7721518987341772,0.7422680412371134,0.3084764092926333,1
nba live 18,Ps4,Sports,Ea Sports,Ea Sports,7.3,0.24,0.2,0.0,0.0,0.05,2017.0,17,23,167,72.0,59.0,0.011811023622047244,0.6708860759493671,0.6082474226804123,0.25978138123573646,0
ready 2 rumble boxing: round 2,N64,Fighting,Midway Games,Point Of View,6.9,0.24,0.19,0.0,0.05,0.0,2000.0,5,12,413,75.0,69.0,0.011811023622047244,0.7088607594936709,0.711340206185567,0.29125077964367074,1
street fighter alpha anthology,Ps2,Fighting,Capcom,Capcom Production Studio 2,7.3,0.24,0.11,0.02,0.08,0.03,2006.0,5,21,107,79.0,81.0,0.011811023622047244,0.759493670886076,0.8350515463917526,0.3297735514040779,1
the testament of sherlock holmes,Ps3,Adventure,Focus Home Interactive,Frogwares,7.3,0.24,0.05,0.0,0.15,0.04,2012.0,2,22,207,64.0,79.0,0.011811023622047244,0.569620253164557,0.8144329896907216,0.29613789957059233,1
lego star wars: the force awakens,X360,Action-Adventure,Warner Bros. Interactive Entertainment,Tt Fusion,7.3,0.24,0.08,0.0,0.14,0.02,2016.0,1,35,718,78.0,71.0,0.011811023622047244,0.7468354430379747,0.7319587628865979,0.30210162135057406,1
dragon ball z: sagas,Xb,Fighting,Atari,Avalanche Software,7.3,0.24,0.18,0.0,0.05,0.01,2005.0,5,36,68,49.0,58.0,0.011811023622047244,0.379746835443038,0.5979381443298969,0.21353317557215826,0
the adventures of tintin: the game,X360,Adventure,Ubisoft,Ubisoft,5.0,0.24,0.07,0.0,0.14,0.03,2011.0,2,35,685,63.0,71.0,0.011811023622047244,0.5569620253164557,0.7319587628865979,0.27362060869234617,0
harry potter and the order of the phoenix,Ps3,Adventure,Electronic Arts,Ea Games,7.3,0.24,0.18,0.0,0.04,0.02,2007.0,2,22,178,68.0,53.0,0.011811023622047244,0.620253164556962,0.5463917525773195,0.23672252700110252,0
corvette,Xb,Racing,Tdk Mediactive,Steel Monkeys,7.3,0.24,0.18,0.0,0.05,0.01,2003.0,12,36,635,57.0,56.0,0.011811023622047244,0.4810126582278481,0.5773195876288659,0.22356840981462203,0
burnout 2: point of impact,Xb,Racing,Acclaim Entertainment,Criterion Games,7.3,0.24,0.18,0.0,0.05,0.01,2003.0,12,36,20,86.0,83.0,0.011811023622047244,0.8481012658227848,0.8556701030927835,0.34821932981984194,1
the simpsons: road rage,Gc,Racing,Electronic Arts,Radical Entertainment,6.0,0.24,0.19,0.0,0.05,0.01,2001.0,12,8,178,64.0,68.0,0.011811023622047244,0.569620253164557,0.7010309278350515,0.2677873841066748,0
danganronpa: trigger happy havoc,Psp,Adventure,Unknown,Spike,7.3,0.24,0.0,0.24,0.0,0.0,2008.0,2,25,693,80.0,85.0,0.011811023622047244,0.7721518987341772,0.8762886597938144,0.34198156393180856,1
luminous arc,Ds,Role-Playing,Atlus,Imageepoch Inc.,6.8,0.24,0.16,0.06,0.0,0.01,2007.0,13,4,70,70.0,67.0,0.011811023622047244,0.6455696202531646,0.6907216494845361,0.27660246958233703,0
avalon code,Ds,Role-Playing,Marvelous Interactive,Matrix Software,7.1,0.24,0.11,0.12,0.0,0.01,2009.0,13,4,381,71.0,71.0,0.011811023622047244,0.6582278481012658,0.7319587628865979,0.28881048211006766,0
digimon world: next order,Ps4,Role-Playing,Namco Bandai Games,Bandai Namco Games,7.3,0.24,0.13,0.02,0.05,0.04,2017.0,13,23,437,68.0,71.0,0.011811023622047244,0.620253164556962,0.7319587628865979,0.2831142795784221,0
shadow hearts: covenant,Ps2,Role-Playing,Midway Games,Nautilus,8.1,0.24,0.12,0.0,0.09,0.03,2004.0,13,21,413,85.0,87.0,0.011811023622047244,0.8354430379746836,0.8969072164948454,0.3566298739931422,1
nascar 08,Ps2,Racing,Ea Sports,Ea Tiburon,7.3,0.24,0.12,0.0,0.09,0.03,2007.0,12,21,167,59.0,52.0,0.011811023622047244,0.5063291139240507,0.5360824742268041,0.21705659981853698,0
ride,Ps4,Racing,Milestone S.R.L.,Milestone S.R.L.,7.3,0.24,0.04,0.03,0.13,0.03,2015.0,12,23,416,66.0,67.0,0.011811023622047244,0.5949367088607594,0.6907216494845361,0.2690075328734763,0
harvest moon: magical melody,Gc,Simulation,Natsume,Marvelous Interactive,8.0,0.24,0.19,0.0,0.05,0.01,2006.0,16,8,438,83.0,78.0,0.011811023622047244,0.810126582278481,0.8041237113402062,0.32963652935005205,1
birds of steel,Ps3,Simulation,Konami Digital Entertainment,Gaijin Games,7.3,0.24,0.1,0.02,0.09,0.03,2012.0,16,22,354,73.0,78.0,0.011811023622047244,0.6835443037974683,0.8041237113402062,0.31064918757790017,1
dance dance revolution: disney channel edition,Ps2,Simulation,Konami,Keen Games,7.3,0.24,0.12,0.0,0.09,0.03,2008.0,16,21,353,61.0,0.0,0.011811023622047244,0.5316455696202531,0.0,0.08683344961626632,0
paperboy,N64,Action,Midway Games,High Voltage Software,8.0,0.24,0.19,0.0,0.05,0.0,1999.0,0,12,413,71.0,78.0,0.011811023622047244,0.6582278481012658,0.8041237113402062,0.30685171922346977,1
army men: sarge's heroes 2,Ps,Action,3Do,3Do,7.3,0.24,0.14,0.0,0.09,0.02,2000.0,0,20,9,54.0,70.0,0.011811023622047244,0.4430379746835443,0.7216494845360825,0.2539546815097806,0
hello neighbor,Ns,Action,Gearbox Software,Dynamic Pixels,7.3,0.24,0.12,0.0,0.1,0.02,2018.0,0,15,241,38.0,53.0,0.011811023622047244,0.24050632911392406,0.5463917525773195,0.17976050168464683,0
genma onimusha,Xb,Action,Capcom,Capcom,7.3,0.24,0.14,0.05,0.04,0.01,2002.0,0,36,107,83.0,87.0,0.011811023622047244,0.810126582278481,0.8969072164948454,0.3528324056387119,1
dynasty warriors 7,X360,Action,Tecmo Koei,Omega Force,5.9,0.24,0.16,0.0,0.06,0.02,2011.0,0,35,644,57.0,73.0,0.011811023622047244,0.4810126582278481,0.7525773195876289,0.2673828428043128,0
command & conquer 3: kane's wrath,X360,Strategy,Electronic Arts,Ea Los Angeles,7.0,0.24,0.16,0.0,0.06,0.02,2008.0,18,35,178,77.0,84.0,0.011811023622047244,0.7341772151898734,0.865979381443299,0.3337080418125341,1
lunar: silver star harmony,Psp,Role-Playing,Xseed Games,Game Arts,7.9,0.24,0.19,0.03,0.0,0.02,2010.0,13,25,729,80.0,83.0,0.011811023622047244,0.7721518987341772,0.8556701030927835,0.3368269247565508,1
game of thrones,Ps3,Role-Playing,Atlus,Cyanide Studios,7.3,0.24,0.1,0.0,0.11,0.04,2012.0,13,22,70,52.0,52.0,0.011811023622047244,0.4177215189873418,0.5360824742268041,0.20376546057803063,0
just dance 2019,Wii,Music,Ubisoft,Ubisoft Paris,7.3,0.24,0.1,0.0,0.12,0.02,2018.0,8,31,685,72.0,63.0,0.011811023622047244,0.6708860759493671,0.6494845360824743,0.270090659586252,0
the elder scrolls online: morrowind,Ps4,Mmo,Bethesda Softworks,Zenimax Online Studios,7.3,0.24,0.11,0.0,0.09,0.04,2017.0,7,23,87,77.0,67.0,0.011811023622047244,0.7341772151898734,0.6907216494845361,0.2898936088228434,1
final fantasy xi: treasures of aht urhgan,Ps2,Role-Playing,Square Enix,Square Enix,7.3,0.23,0.06,0.1,0.05,0.02,2006.0,13,21,601,83.0,71.0,0.011318897637795276,0.810126582278481,0.7319587628865979,0.3113000166460988,1
risen 2: dark waters,Ps3,Role-Playing,Deep Silver,Piranha Bytes,5.5,0.23,0.04,0.01,0.14,0.03,2012.0,13,22,144,69.0,58.0,0.011318897637795276,0.6329113924050633,0.5979381443298969,0.2512125835259109,0
lunar: silver star story,Sat,Role-Playing,Kadokawa Shoten,Kadokawa Shoten,7.3,0.23,0.0,0.23,0.0,0.0,1996.0,13,27,335,78.0,87.0,0.011318897637795276,0.7468354430379747,0.8969072164948454,0.34304345916208473,1
soul sacrifice delta,Psv,Role-Playing,Sony Computer Entertainment,Sce Japan Studio,7.3,0.23,0.0,0.12,0.08,0.02,2014.0,13,26,585,82.0,85.0,0.011318897637795276,0.7974683544303798,0.8762886597938144,0.34548375669568776,1
jeremy mcgrath supercross world,Ps2,Racing,Acclaim Entertainment,Acclaim Entertainment,7.3,0.23,0.11,0.0,0.09,0.03,2001.0,12,21,20,36.0,0.0,0.011318897637795276,0.21518987341772153,0.0,0.03906981959533539,0
dirt showdown,X360,Racing,Codemasters,Codemasters,7.3,0.23,0.08,0.0,0.13,0.02,2012.0,12,35,118,75.0,67.0,0.011318897637795276,0.7088607594936709,0.6907216494845361,0.2858008648778618,0
genji: dawn of the samurai,Ps2,Action,Sony Computer Entertainment,Game Republik,7.3,0.23,0.11,0.0,0.09,0.03,2005.0,0,21,585,74.0,87.0,0.011318897637795276,0.6962025316455697,0.8969072164948454,0.335448522453224,1
attack on titan 2,Ns,Action,Koei Tecmo,Omega Force,7.0,0.23,0.12,0.08,0.02,0.02,2018.0,0,15,351,75.0,75.0,0.011318897637795276,0.7088607594936709,0.7731958762886598,0.30641942157889274,1
dc universe online,Pc,Mmo,Sony Online Entertainment,Wbie,7.0,0.23,0.16,0.0,0.06,0.02,2011.0,7,17,590,67.0,73.0,0.011318897637795276,0.6075949367088608,0.7525773195876289,0.2860749089859135,0
dirt 4,Xone,Racing,Deep Silver,Codemasters,9.2,0.23,0.11,0.0,0.1,0.02,2017.0,12,38,144,85.0,74.0,0.011318897637795276,0.8354430379746836,0.7628865979381443,0.32282944376341577,1
elex,Ps4,Role-Playing,Thq Nordic,Piranha Bytes,7.3,0.23,0.03,0.0,0.16,0.04,2017.0,13,23,658,67.0,60.0,0.011318897637795276,0.6075949367088608,0.6185567010309279,0.25256975434673823,0
tony hawk's downhill jam,Wii,Sports,Activision,Toys For Bob,7.3,0.23,0.21,0.0,0.0,0.02,2006.0,17,31,23,69.0,71.0,0.011318897637795276,0.6329113924050633,0.7319587628865979,0.28471773816508616,0
shaun white snowboarding,Ds,Sports,Ubisoft,Ubisoft Montreal,6.2,0.23,0.21,0.0,0.0,0.02,2008.0,17,4,685,60.0,67.0,0.011318897637795276,0.5189873417721519,0.6907216494845361,0.25731985221963394,0
mega man & bass,Gba,Platform,Capcom,Capcom,7.3,0.23,0.16,0.0,0.06,0.0,2003.0,10,6,107,79.0,76.0,0.011318897637795276,0.759493670886076,0.7835051546391752,0.31659167787538234,1
skylanders imaginators,Ns,Platform,Activision,Toys For Bob,6.9,0.23,0.1,0.0,0.1,0.02,2017.0,10,15,23,79.0,62.0,0.011318897637795276,0.759493670886076,0.6391752577319587,0.28050920364857823,0
world series baseball,Xb,Sports,Sega,Blueshift,7.3,0.23,0.17,0.0,0.05,0.01,2002.0,17,36,566,85.0,0.0,0.011318897637795276,0.8354430379746836,0.0,0.1321077942788797,0
nba shootout 2003,Ps2,Sports,Sony Computer Entertainment,989 Sports,7.3,0.23,0.11,0.0,0.09,0.03,2002.0,17,21,585,62.0,0.0,0.011318897637795276,0.5443037974683544,0.0,0.08843690820293033,0
nhl faceoff 2003,Ps2,Sports,Sony Computer Entertainment,989 Sports,7.3,0.23,0.11,0.0,0.09,0.03,2002.0,17,21,585,55.0,0.0,0.011318897637795276,0.45569620253164556,0.0,0.07514576896242399,0
vancouver 2010 - the official video game of the olympic winter games,X360,Sports,Sega,Eurocom Entertainment Software,5.0,0.23,0.08,0.0,0.13,0.02,2010.0,17,35,566,54.0,60.0,0.011318897637795276,0.4430379746835443,0.6185567010309279,0.22788621004294077,0
nfl blitz pro,Ps2,Sports,Midway Games,Point Of View,7.3,0.23,0.11,0.0,0.09,0.03,2003.0,17,21,413,73.0,0.0,0.011318897637795276,0.6835443037974683,0.0,0.10932298415229741,0
tiger woods pga tour 2003,Gc,Sports,Ea Sports,Ea Redwood Shores,7.3,0.23,0.18,0.0,0.05,0.01,2002.0,17,8,167,88.0,28.0,0.011318897637795276,0.8734177215189873,0.28865979381443296,0.2099689452641335,0
rune factory: tides of destiny,Ps3,Simulation,Natsume,Neverland Company,6.5,0.23,0.14,0.07,0.0,0.02,2011.0,16,22,438,55.0,82.0,0.011318897637795276,0.45569620253164556,0.845360824742268,0.286485975147991,0
looney tunes: acme arsenal,Wii,Action,Warner Bros. Interactive,Red Tribe,7.3,0.23,0.21,0.0,0.01,0.02,2007.0,0,31,717,40.0,78.0,0.011318897637795276,0.26582278481012656,0.8041237113402062,0.2476956841392477,0
madden nfl 06,Gba,Sports,Ea Sports,Exient Entertainment,7.3,0.23,0.17,0.0,0.06,0.0,2005.0,17,6,167,74.0,42.0,0.011318897637795276,0.6962025316455697,0.4329896907216495,0.21946914100992498,0
major league baseball 2k10,Ps2,Sports,2K Sports,Visual Concepts,7.3,0.23,0.11,0.0,0.09,0.03,2010.0,17,21,7,76.0,80.0,0.011318897637795276,0.7215189873417721,0.8247422680412371,0.3212047536942523,1
ssx on tour,Psp,Sports,Ea Sports Big,Ea Montreal,8.2,0.23,0.19,0.0,0.02,0.02,2005.0,17,25,168,80.0,76.0,0.011318897637795276,0.7721518987341772,0.7835051546391752,0.31849041205259754,1
madden nfl 13,Wiiu,Sports,Ea Sports,Ea Tiburon,7.2,0.23,0.21,0.0,0.0,0.02,2012.0,17,32,167,81.0,58.0,0.011318897637795276,0.7848101265822784,0.5979381443298969,0.27399739365249315,0
airblade,Ps2,Sports,Namco,Criterion Games,7.3,0.23,0.11,0.0,0.09,0.03,2002.0,17,21,435,70.0,74.0,0.011318897637795276,0.6455696202531646,0.7628865979381443,0.29434843110518794,1
tony hawk's pro skater 5,Ps4,Sports,Activision,Robomodo,7.3,0.23,0.11,0.0,0.08,0.04,2015.0,17,23,23,32.0,15.0,0.011318897637795276,0.16455696202531644,0.15463917525773196,0.07013467670090762,0
espn nhl hockey,Ps2,Sports,Sega,Kush Games,7.3,0.23,0.11,0.0,0.09,0.03,2003.0,17,21,566,88.0,20.0,0.011318897637795276,0.8734177215189873,0.20618556701030927,0.1893503885631026,0
ncaa gamebreaker 2003,Ps2,Sports,Sony Computer Entertainment,989 Sports,7.3,0.23,0.11,0.0,0.09,0.03,2002.0,17,21,585,53.0,0.0,0.011318897637795276,0.43037974683544306,0.0,0.07134830060799362,0
ncaa football 09,Psp,Sports,Ea Sports,Team Fusion,6.5,0.23,0.21,0.0,0.0,0.02,2008.0,17,25,167,83.0,0.0,0.011318897637795276,0.810126582278481,0.0,0.12831032592444933,0
tony hawk's proving ground,Ds,Sports,Activision,Unknown,7.3,0.23,0.2,0.0,0.01,0.02,2007.0,17,4,23,72.0,66.0,0.011318897637795276,0.6708860759493671,0.6804123711340206,0.27752734275858737,0
ncaa gamebreaker 2004,Ps2,Sports,Sony Computer Entertainment,989 Sports,7.3,0.23,0.11,0.0,0.09,0.03,2003.0,17,21,585,61.0,0.0,0.011318897637795276,0.5316455696202531,0.0,0.08653817402571513,0
hot shots tennis: get a grip,Psp,Sports,Sony Computer Entertainment,Clap Hanz,8.0,0.23,0.08,0.13,0.0,0.02,2010.0,17,25,585,80.0,75.0,0.011318897637795276,0.7721518987341772,0.7731958762886598,0.3159130924649687,1
wwe 2k18,Ns,Sports,2K Sports,Yuke'S,7.3,0.23,0.14,0.0,0.08,0.02,2017.0,17,15,7,66.0,56.0,0.011318897637795276,0.5949367088607594,0.5773195876288659,0.24036174181900755,0
madden nfl 12,Psp,Sports,Ea Sports,Ea Tiburon,7.3,0.23,0.21,0.0,0.0,0.02,2011.0,17,25,167,78.0,62.0,0.011318897637795276,0.7468354430379747,0.6391752577319587,0.27861046947136303,0
deca sports 3,Wii,Sports,Hudson Soft,Hudson Soft,7.3,0.23,0.14,0.0,0.07,0.02,2010.0,17,31,293,41.0,0.0,0.011318897637795276,0.27848101265822783,0.0,0.048563490481411335,0
freedom fighters,Xb,Shooter,Electronic Arts,Io Interactive,7.3,0.23,0.17,0.0,0.05,0.01,2003.0,15,36,178,81.0,78.0,0.011318897637795276,0.7848101265822784,0.8041237113402062,0.32554378540507045,1
soldier of fortune ii: double helix,Xb,Shooter,Activision,Gratuitous Games,7.3,0.23,0.17,0.0,0.05,0.01,2003.0,15,36,23,61.0,69.0,0.011318897637795276,0.5316455696202531,0.711340206185567,0.2643732255721069,0
harry potter and the goblet of fire,Ds,Adventure,Electronic Arts,Magic Pockets,7.3,0.23,0.2,0.0,0.01,0.02,2005.0,2,4,178,68.0,53.0,0.011318897637795276,0.620253164556962,0.5463917525773195,0.23642725141055135,0
harry potter and the goblet of fire,Xb,Adventure,Electronic Arts,Electronic Arts,6.7,0.23,0.18,0.0,0.05,0.01,2005.0,2,36,178,68.0,53.0,0.011318897637795276,0.620253164556962,0.5463917525773195,0.23642725141055135,0
naruto: path of the ninja 2,Ds,Role-Playing,D3 Publisher,Tose,7.3,0.23,0.22,0.0,0.0,0.02,2008.0,13,4,135,62.0,66.0,0.011318897637795276,0.5443037974683544,0.6804123711340206,0.2585400009864355,0
sands of destruction,Ds,Role-Playing,Sega,Imageepoch Inc.,6.5,0.23,0.09,0.13,0.0,0.01,2010.0,13,4,566,63.0,81.0,0.011318897637795276,0.5569620253164557,0.8350515463917526,0.29909852897808364,1
cross edge,Ps3,Role-Playing,Nis America,Compile Heart,5.4,0.23,0.14,0.05,0.02,0.02,2009.0,13,22,463,52.0,57.0,0.011318897637795276,0.4177215189873418,0.5876288659793815,0.2163567829256238,0
the lord of the rings: aragorn's quest,Wii,Action,Warner Bros. Interactive,Headstrong Games,6.4,0.23,0.17,0.0,0.05,0.02,2010.0,0,31,717,58.0,74.0,0.011318897637795276,0.4936708860759494,0.7628865979381443,0.27156362097860565,0
buffy the vampire slayer,Xb,Action,Electronic Arts,Double Helix Games,7.3,0.23,0.18,0.0,0.05,0.01,2002.0,0,36,178,79.0,69.0,0.011318897637795276,0.759493670886076,0.711340206185567,0.29855044076198034,1
star wars jedi knight ii: jedi outcast,Gc,Shooter,Lucasarts,Vicarious Visions,7.1,0.23,0.18,0.0,0.05,0.01,2002.0,15,8,369,89.0,85.0,0.011318897637795276,0.8860759493670886,0.8762886597938144,0.35877489593619405,1
tom clancy's rainbow six: rogue spear,Ps,Shooter,Red Storm Entertainment,Saffire Corporation,7.3,0.23,0.13,0.0,0.09,0.02,2001.0,15,20,541,75.0,74.0,0.011318897637795276,0.7088607594936709,0.7628865979381443,0.3038421019912639,1
blowout,Ps2,Shooter,Majesco,Terminal Reality,7.3,0.23,0.11,0.0,0.09,0.03,2003.0,15,21,375,58.0,0.0,0.011318897637795276,0.4936708860759494,0.0,0.08084197149406958,0
payday 2,Xone,Shooter,505 Games,Overkill Software,7.3,0.23,0.14,0.0,0.07,0.02,2015.0,15,38,11,79.0,41.0,0.011318897637795276,0.759493670886076,0.422680412371134,0.22638549230837207,0
the club,Ps3,Shooter,Sega,Bizarre Creations,7.3,0.23,0.14,0.0,0.07,0.03,2008.0,15,22,566,76.0,63.0,0.011318897637795276,0.7215189873417721,0.6494845360824743,0.27739032070456154,0
spec ops: the line,Pc,Shooter,2K Games,Yager Development,7.3,0.23,0.12,0.0,0.09,0.02,2012.0,15,17,5,76.0,83.0,0.011318897637795276,0.7215189873417721,0.8556701030927835,0.32893671245713885,1
rigs: mechanized combat league,Ps4,Action,Sony Interactive Entertainment,Guerrilla Cambridge,7.3,0.23,0.11,0.02,0.06,0.04,2016.0,0,23,588,78.0,76.0,0.011318897637795276,0.7468354430379747,0.7835051546391752,0.3146929436981672,1
wallace & gromit in project zoo,Ps2,Platform,Bam! Entertainment,Frontier Developments,7.3,0.23,0.11,0.0,0.09,0.03,2003.0,10,21,77,67.0,55.0,0.011318897637795276,0.6075949367088608,0.5670103092783505,0.2396831564085939,0
lego the hobbit,Wiiu,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller'S Tales,7.3,0.23,0.09,0.0,0.11,0.02,2014.0,1,32,718,72.0,68.0,0.011318897637795276,0.6708860759493671,0.7010309278350515,0.2826819819338451,0
the polar express,Ps2,Adventure,Thq,Blue Tongue,7.3,0.23,0.11,0.0,0.09,0.03,2004.0,2,21,657,39.0,65.0,0.011318897637795276,0.25316455696202533,0.6701030927835051,0.21229179532285725,0
sherlock holmes and the mystery of osborne house,Ds,Adventure,Thq,Frogwares,7.3,0.23,0.07,0.0,0.14,0.03,2011.0,2,4,657,48.0,0.0,0.011318897637795276,0.3670886075949367,0.0,0.06185462972191767,0
corpse party: blood drive,Psv,Adventure,Xseed Games,Team Grisgris,7.3,0.23,0.11,0.06,0.01,0.04,2015.0,2,26,729,60.0,76.0,0.011318897637795276,0.5189873417721519,0.7835051546391752,0.28051572850829376,0
buzz! junior: robojam,Ps2,Misc,Sony Computer Entertainment,Cohort Studios,7.3,0.23,0.11,0.0,0.09,0.03,2008.0,6,21,585,62.0,0.0,0.011318897637795276,0.5443037974683544,0.0,0.08843690820293033,0
ac/dc live: rock band track pack,X360,Misc,Mtv Games,Harmonix Music Systems,6.7,0.23,0.21,0.0,0.0,0.02,2008.0,6,35,430,63.0,50.0,0.011318897637795276,0.5569620253164557,0.5154639175257731,0.2192016217615888,0
karaoke revolution volume 2,Ps2,Misc,Konami,Harmonix Music Systems,7.3,0.23,0.11,0.0,0.09,0.03,2004.0,6,21,353,76.0,0.0,0.011318897637795276,0.7215189873417721,0.0,0.11501918668394298,0
ultimate band,Ds,Misc,Disney Interactive Studios,Fall Line Studio,7.3,0.23,0.19,0.0,0.02,0.02,2008.0,6,4,154,59.0,0.0,0.011318897637795276,0.5063291139240507,0.0,0.08274070567128476,0
pinball hall of fame: the gottlieb collection,Psp,Misc,Crave Entertainment,Farsight Studios,7.2,0.23,0.2,0.0,0.01,0.02,2005.0,6,25,128,73.0,44.0,0.011318897637795276,0.6835443037974683,0.4536082474226804,0.2227250460079675,0
no man's sky,Xone,Action-Adventure,505 Games,Hello Games,7.3,0.23,0.17,0.0,0.04,0.02,2018.0,1,38,11,71.0,55.0,0.011318897637795276,0.6582278481012658,0.5670103092783505,0.24727809311745463,0
viva pinata: party animals,X360,Misc,Microsoft Game Studios,Krome Studios,5.5,0.23,0.19,0.0,0.02,0.02,2007.0,6,35,410,56.0,70.0,0.011318897637795276,0.46835443037974683,0.7216494845360825,0.2574568742736598,0
carnival island,Ps3,Misc,Sony Computer Entertainment,Magic Pixel Games,7.3,0.23,0.13,0.0,0.06,0.04,2011.0,6,22,585,66.0,60.0,0.011318897637795276,0.5949367088607594,0.6185567010309279,0.25067102016952303,0
saint seiya: sanctuary battle,Ps3,Action,Namco Bandai Games,Dimps Corporation,7.3,0.23,0.0,0.11,0.09,0.02,2012.0,0,22,437,62.0,79.0,0.011318897637795276,0.5443037974683544,0.8144329896907216,0.29204515562561073,1
rogue ops,Ps2,Action,Kemco,Bits Studios,7.3,0.23,0.11,0.0,0.09,0.03,2003.0,0,21,341,61.0,79.0,0.011318897637795276,0.5316455696202531,0.8144329896907216,0.29014642144839553,1
nba 2k6,X360,Action,2K Sports,Unknown,8.0,0.23,0.21,0.0,0.01,0.02,2005.0,0,35,7,81.0,69.0,0.011318897637795276,0.7848101265822784,0.711340206185567,0.3023479091164107,1
mafia,Xb,Action,Gathering Of Developers,Illusion Softworks,7.3,0.23,0.17,0.0,0.05,0.01,2004.0,0,36,240,66.0,84.0,0.011318897637795276,0.5949367088607594,0.865979381443299,0.3125266902726158,1
dynasty warriors: strikeforce,X360,Action,Tecmo Koei,Omega Force,7.3,0.23,0.13,0.02,0.06,0.02,2010.0,0,35,644,65.0,71.0,0.011318897637795276,0.5822784810126582,0.7319587628865979,0.27712280145622536,0
the scorpion king: rise of the akkadian,Ps2,Action,Universal Interactive,Point Of View,7.3,0.23,0.11,0.0,0.09,0.03,2002.0,0,21,692,47.0,50.0,0.011318897637795276,0.35443037974683544,0.5154639175257731,0.18882187492614577,0
wwe all stars,3Ds,Action,Thq,Thq,7.0,0.23,0.15,0.0,0.06,0.02,2011.0,0,2,657,75.0,74.0,0.011318897637795276,0.7088607594936709,0.7628865979381443,0.3038421019912639,1
