title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded,metascore,userscore,total_sales_scaled,metascore_scaled,userscore_scaled,combined_score,success_combined
the tomb raider trilogy,Ps3,Action,Square Enix,Crystal Dynamics,8.5,0.89,0.27,0.0,0.48,0.14,2011.0,0,22,601,78.0,84.0,0.043799212598425195,0.7468354430379747,0.865979381443299,0.35479968937557604,1
fortnite,Ps4,Action,Gearbox Software,Epic Games,7.3,0.89,0.42,0.0,0.32,0.15,2017.0,0,23,241,78.0,49.0,0.043799212598425195,0.7468354430379747,0.5051546391752577,0.2645935038085657,0
blitz: the league,Ps2,Sports,Midway Games,Midway Games,7.8,0.89,0.74,0.0,0.03,0.12,2005.0,17,21,413,78.0,78.0,0.043799212598425195,0.7468354430379747,0.8041237113402062,0.3393357718498029,1
pure,Ps3,Racing,Disney Interactive Studios,Black Rock Studio,7.0,0.89,0.42,0.0,0.33,0.14,2008.0,12,22,154,85.0,77.0,0.043799212598425195,0.8354430379746836,0.7938144329896907,0.35004959150268034,1
nfl 2k2,Ps2,Sports,Sega,Visual Concepts,7.3,0.89,0.44,0.0,0.34,0.11,2001.0,17,21,566,87.0,70.0,0.043799212598425195,0.8607594936708861,0.7216494845360825,0.3358058227437086,1
samba de amigo,Wii,Misc,Sega,Gearbox Software,6.7,0.89,0.41,0.01,0.37,0.09,2008.0,6,31,566,68.0,78.0,0.043799212598425195,0.620253164556962,0.8041237113402062,0.32034843007765096,1
tiger woods pga tour 12: the masters,Ps3,Sports,Ea Sports,Ea Tiburon,7.3,0.89,0.52,0.0,0.25,0.11,2011.0,17,22,167,80.0,61.0,0.043799212598425195,0.7721518987341772,0.6288659793814433,0.2993188072145425,1
rhythm heaven fever,Wii,Music,Nintendo,Nintendo / Tnx,7.3,0.89,0.11,0.77,0.0,0.01,2012.0,8,31,457,83.0,83.0,0.043799212598425195,0.810126582278481,0.8556701030927835,0.36171604067402313,1
tiger woods pga tour 06,Ps2,Sports,Ea Sports,Ea Sports,7.3,0.89,0.74,0.0,0.03,0.12,2005.0,17,21,167,71.0,0.0,0.043799212598425195,0.6582278481012658,0.0,0.12501370477424498,0
call of duty: world at war,Ds,Shooter,Activision,N-Space,7.4,0.89,0.56,0.0,0.25,0.08,2008.0,15,4,23,84.0,79.0,0.043799212598425195,0.8227848101265823,0.8144329896907216,0.35330549650072285,1
fire emblem: the sacred stones,Gba,Strategy,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.3,0.16,0.02,2005.0,18,6,457,85.0,88.0,0.043799212598425195,0.8354430379746836,0.9072164948453608,0.37840010696659787,1
injustice 2,Xone,Fighting,Warner Bros. Interactive Entertainment,Netherrealm Studios,7.3,0.89,0.65,0.0,0.16,0.09,2017.0,5,38,718,87.0,79.0,0.043799212598425195,0.8607594936708861,0.8144329896907216,0.35900169903236845,1
dissidia 012: duodecim final fantasy,Psp,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.46,0.13,0.09,2011.0,5,25,601,78.0,72.0,0.043799212598425195,0.7468354430379747,0.7422680412371134,0.32387185432402965,1
the simpsons game,Ps3,Platform,Electronic Arts,Ea Redwood Shores,7.5,0.89,0.38,0.0,0.36,0.14,2007.0,10,22,178,71.0,76.0,0.043799212598425195,0.6582278481012658,0.7835051546391752,0.3208899934340388,1
ni no kuni ii: revenant kingdom,Ps4,Role-Playing,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.12,0.31,0.13,2018.0,13,23,437,84.0,78.0,0.043799212598425195,0.8227848101265823,0.8041237113402062,0.350728176913094,1
fossil fighters,Ds,Role-Playing,Nintendo,Red Entertainment,6.9,0.89,0.83,0.0,0.0,0.06,2009.0,13,4,457,70.0,83.0,0.043799212598425195,0.6455696202531646,0.8556701030927835,0.3370324963702257,1
assassin's creed iii,Pc,Action-Adventure,Ubisoft,Ubisoft Montreal,8.6,0.89,0.28,0.0,0.54,0.07,2012.0,1,17,685,84.0,70.0,0.043799212598425195,0.8227848101265823,0.7216494845360825,0.3301096202120631,1
espn nhl 2k5,Ps2,Sports,Sega,Kush Games,7.3,0.88,0.43,0.0,0.33,0.11,2004.0,17,21,566,88.0,66.0,0.04330708661417323,0.8734177215189873,0.6804123711340206,0.3271000029798572,1
star wars: the force unleashed,Ds,Action,Lucasarts,N-Space,7.3,0.88,0.5,0.0,0.29,0.09,2008.0,0,4,369,73.0,71.0,0.04330708661417323,0.6835443037974683,0.7319587628865979,0.31150558825977365,1
buzz! quiz tv,Ps3,Misc,Sony Computer Entertainment,Relentless Software,7.9,0.88,0.28,0.0,0.47,0.13,2008.0,6,22,585,80.0,78.0,0.04330708661417323,0.7721518987341772,0.8041237113402062,0.3428379646136821,1
buzz! the mega quiz,Ps2,Misc,Sony Computer Entertainment,Relentless Software,7.3,0.88,0.32,0.0,0.06,0.5,2007.0,6,21,585,75.0,75.0,0.04330708661417323,0.7088607594936709,0.7731958762886598,0.32561233496471953,1
wwe smackdown vs. raw 2011,X360,Fighting,Thq,Jakks Pacific,7.1,0.88,0.44,0.0,0.35,0.08,2010.0,5,35,657,75.0,79.0,0.04330708661417323,0.7088607594936709,0.8144329896907216,0.33592161331523496,1
the lord of the rings: war in the north,X360,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0.0,0.24,0.08,2011.0,13,35,717,61.0,74.0,0.04330708661417323,0.5316455696202531,0.7628865979381443,0.296452736896078,1
rock band 3,X360,Misc,Mtv Games,Harmonix Music Systems,9.4,0.88,0.73,0.0,0.09,0.06,2010.0,6,35,430,93.0,81.0,0.04330708661417323,0.9367088607594937,0.8350515463917526,0.37525346768036616,1
nba 2k6,Ps2,Action,2K Sports,Unknown,7.3,0.88,0.43,0.0,0.34,0.11,2005.0,0,21,7,81.0,69.0,0.04330708661417323,0.7848101265822784,0.711340206185567,0.3215408225022375,1
lego harry potter collection,Ps4,Action,Warner Bros. Interactive Entertainment,Traveller'S Tales,7.3,0.88,0.07,0.0,0.68,0.13,2016.0,0,23,718,73.0,74.0,0.04330708661417323,0.6835443037974683,0.7628865979381443,0.3192375470226603,1
monster 4x4: world circuit,Wii,Racing,Ubisoft,Ubisoft Montreal,7.3,0.88,0.8,0.01,0.0,0.07,2006.0,12,31,685,47.0,56.0,0.04330708661417323,0.35443037974683544,0.5773195876288659,0.22347870583774573,0
littlebigplanet karting,Ps3,Racing,Sony Computer Entertainment,United Front Games,7.3,0.88,0.42,0.01,0.31,0.14,2012.0,12,22,585,73.0,71.0,0.04330708661417323,0.6835443037974683,0.7319587628865979,0.31150558825977365,1
f1 2009,Wii,Racing,Codemasters,Sumo Digital,6.8,0.88,0.15,0.0,0.62,0.11,2009.0,12,31,118,69.0,69.0,0.04330708661417323,0.6329113924050633,0.711340206185567,0.2987560123756552,1
call of juarez: bound in blood,Ps3,Shooter,Ubisoft,Techland,7.7,0.88,0.35,0.01,0.38,0.15,2009.0,15,22,685,77.0,74.0,0.04330708661417323,0.7341772151898734,0.7628865979381443,0.326832483731521,1
f1 2010,X360,Racing,Codemasters,Codemasters Birmingham,8.4,0.88,0.18,0.01,0.59,0.1,2010.0,12,35,118,84.0,81.0,0.04330708661417323,0.8227848101265823,0.8350515463917526,0.35816486008542947,1
call of duty: modern warfare 2,Pc,Shooter,Activision,Infinity Ward,9.0,0.88,0.01,0.0,0.79,0.08,2009.0,15,17,23,94.0,78.0,0.04330708661417323,0.9493670886075949,0.8041237113402062,0.3694202430946947,1
madden nfl 08,Wii,Sports,Ea Sports,Ea Tiburon,7.3,0.88,0.8,0.0,0.0,0.07,2007.0,17,31,167,85.0,82.0,0.04330708661417323,0.8354430379746836,0.845360824742268,0.36264091385027347,1
sonic chronicles: the dark brotherhood,Ds,Role-Playing,Sega,Bioware Corp.,7.3,0.88,0.5,0.01,0.29,0.08,2008.0,13,4,566,74.0,63.0,0.04330708661417323,0.6962025316455697,0.6494845360824743,0.29278576573595794,1
the evil within,Ps3,Misc,Bethesda Softworks,Tango Gameworks,7.3,0.87,0.27,0.13,0.35,0.12,2014.0,6,22,87,75.0,78.0,0.04281496062992126,0.7088607594936709,0.8041237113402062,0.33304901813705495,1
vagrant story,Ps,Role-Playing,Square Ea,Squaresoft,9.3,0.87,0.3,0.3,0.2,0.06,2000.0,13,20,600,92.0,88.0,0.04281496062992126,0.9240506329113924,0.9072164948453608,0.3911006950260018,1
kingdoms of amalur: reckoning,X360,Role-Playing,Electronic Arts,38 Studios,7.3,0.87,0.55,0.01,0.24,0.07,2012.0,13,35,178,80.0,77.0,0.04281496062992126,0.7721518987341772,0.7938144329896907,0.33996536943550204,1
singstar '90s,Ps2,Misc,Sony Computer Entertainment,Scee London Studio,7.3,0.87,0.1,0.0,0.59,0.18,2008.0,6,21,585,73.0,0.0,0.04281496062992126,0.6835443037974683,0.0,0.128220621947573,0
fight night round 2,Ps2,Fighting,Ea Sports,Ea Sports,7.3,0.87,0.72,0.0,0.03,0.12,2005.0,5,21,167,88.0,65.0,0.04281496062992126,0.8734177215189873,0.6701030927835051,0.32422740780167714,1
ghostbusters: the video game,Wii,Action,Atari,Red Fly Studio,7.6,0.87,0.59,0.0,0.21,0.07,2009.0,0,31,68,78.0,78.0,0.04281496062992126,0.7468354430379747,0.8041237113402062,0.3387452206687005,1
for honor,Xone,Action,Ubisoft,Ubisoft Montreal,7.3,0.87,0.57,0.0,0.21,0.08,2017.0,0,38,685,78.0,60.0,0.04281496062992126,0.7468354430379747,0.6185567010309279,0.2923534680913809,1
final fantasy xiv online,Ps3,Mmo,Square Enix,Square Enix,7.3,0.87,0.39,0.28,0.09,0.11,2013.0,7,22,601,49.0,39.0,0.04281496062992126,0.379746835443038,0.4020618556701031,0.18316646561193423,0
mario party: star rush,3Ds,Party,Nintendo,"Nd Cube Co., Ltd.",6.2,0.87,0.25,0.2,0.37,0.05,2016.0,9,2,457,68.0,69.0,0.04281496062992126,0.620253164556962,0.711340206185567,0.2965620026078888,1
lego dimensions,X360,Action,Warner Bros. Interactive Entertainment,Traveller'S Tales,7.3,0.87,0.49,0.0,0.31,0.08,2015.0,0,35,718,80.0,73.0,0.04281496062992126,0.7721518987341772,0.7525773195876289,0.32965609108498656,1
grand theft auto iv,Pc,Action,Rockstar Games,Rockstar Toronto,9.2,0.87,0.01,0.0,0.8,0.06,2008.0,0,17,552,98.0,83.0,0.04281496062992126,1.0,0.8556701030927835,0.3896065021511486,1
warriors orochi,Ps2,Action,Koei,Omega Force,7.3,0.87,0.11,0.64,0.09,0.03,2007.0,0,21,350,53.0,80.0,0.04281496062992126,0.43037974683544306,0.8247422680412371,0.2964315054135785,1
mercenaries 2: world in flames,Ps3,Shooter,Electronic Arts,Pandemic Studios,6.0,0.87,0.29,0.02,0.4,0.16,2008.0,15,22,178,72.0,66.0,0.04281496062992126,0.6708860759493671,0.6804123711340206,0.29642498055386296,1
red faction: guerrilla,X360,Shooter,Thq,Volition Inc.,8.4,0.87,0.48,0.01,0.29,0.09,2009.0,15,35,657,85.0,76.0,0.04281496062992126,0.8354430379746836,0.7835051546391752,0.3468817207339491,1
dirt,X360,Racing,Codemasters,Codemasters,8.4,0.87,0.38,0.0,0.4,0.09,2007.0,12,35,118,83.0,75.0,0.04281496062992126,0.810126582278481,0.7731958762886598,0.3405069327918898,1
endless ocean: blue world,Wii,Simulation,Nintendo,Arika,7.6,0.87,0.46,0.12,0.22,0.06,2010.0,16,31,457,76.0,86.0,0.04281496062992126,0.7215189873417721,0.8865979381443299,0.35556630901530106,1
triple play 2002,Ps2,Sports,Ea Sports,Pandemic Studios,7.3,0.87,0.43,0.0,0.33,0.11,2002.0,17,21,167,65.0,0.0,0.04281496062992126,0.5822784810126582,0.0,0.11303074852985148,0
conflict: desert storm,Xb,Shooter,Gotham Games,Pivotal Games,7.3,0.87,0.48,0.0,0.37,0.02,2002.0,15,36,256,62.0,78.0,0.04281496062992126,0.5443037974683544,0.8041237113402062,0.30836547383325746,1
brothers in arms: hell's highway,X360,Shooter,Ubisoft,Gearbox Software,7.6,0.87,0.47,0.0,0.3,0.09,2008.0,15,35,685,76.0,73.0,0.04281496062992126,0.7215189873417721,0.7525773195876289,0.3220611543761258,1
grid,X360,Racing,Codemasters,Codemasters,8.7,0.87,0.33,0.01,0.44,0.09,2008.0,12,35,118,73.0,59.0,0.04281496062992126,0.6835443037974683,0.6082474226804123,0.2802824776176761,0
tom clancy's ghost recon: island thunder,Xb,Shooter,Ubisoft,Red Storm Entertainment,7.3,0.87,0.61,0.0,0.24,0.03,2003.0,15,36,685,81.0,54.0,0.04281496062992126,0.7848101265822784,0.5567010309278351,0.2825857530972533,0
tony hawk's project 8,Ps2,Sports,Activision,Shaba Games,6.6,0.87,0.72,0.0,0.03,0.12,2006.0,17,21,23,81.0,73.0,0.04281496062992126,0.7848101265822784,0.7525773195876289,0.3315548252622017,1
sleeping dogs,X360,Action-Adventure,Square Enix,United Front Games,7.9,0.87,0.38,0.01,0.4,0.08,2012.0,1,35,601,80.0,80.0,0.04281496062992126,0.7721518987341772,0.8247422680412371,0.3476973281983886,1
paper mario: color splash,Wiiu,Action-Adventure,Nintendo,Intelligent Systems,7.4,0.87,0.35,0.08,0.37,0.06,2016.0,1,32,457,76.0,70.0,0.04281496062992126,0.7215189873417721,0.7216494845360825,0.3143291956132392,1
crimson skies: high road to revenge,Xb,Simulation,Microsoft Game Studios,Fasa Studio,7.3,0.87,0.65,0.0,0.19,0.03,2003.0,16,36,410,88.0,88.0,0.04281496062992126,0.8734177215189873,0.9072164948453608,0.38350575831714107,1
cooking mama: world kitchen,Wii,Simulation,Majesco,Cooking Mama Limited,7.3,0.87,0.51,0.01,0.27,0.08,2008.0,16,31,375,62.0,66.0,0.04281496062992126,0.5443037974683544,0.6804123711340206,0.27743763878171107,0
super bomberman r,Ns,Puzzle,Konami Digital Entertainment,Hexadrive,6.3,0.87,0.31,0.19,0.32,0.06,2017.0,11,15,354,62.0,66.0,0.04281496062992126,0.5443037974683544,0.6804123711340206,0.27743763878171107,0
wii fit u,Wiiu,Misc,Nintendo,Nintendo,7.2,0.86,0.35,0.21,0.24,0.06,2014.0,6,32,457,72.0,79.0,0.04232283464566929,0.6708860759493671,0.8144329896907216,0.32963485960248706,1
guitar hero: warriors of rock,X360,Misc,Activision,Neversoft Entertainment,7.1,0.86,0.47,0.0,0.31,0.07,2010.0,6,35,23,72.0,69.0,0.04232283464566929,0.6708860759493671,0.711340206185567,0.3038616637261984,1
dishonored 2,Xone,Action,Bethesda Softworks,Arkane Studios,7.3,0.86,0.47,0.0,0.31,0.08,2016.0,0,38,87,88.0,80.0,0.04232283464566929,0.8734177215189873,0.8247422680412371,0.36259192602555895,1
winning eleven: pro evolution soccer 2007,Psp,Sports,Konami,Konami Computer Entertainment Tokyo,8.2,0.86,0.01,0.12,0.72,0.01,2007.0,17,25,353,79.0,75.0,0.04232283464566929,0.759493670886076,0.7731958762886598,0.3326167204924779,1
dynasty warriors 4: xtreme legends,Ps2,Action,Koei,Omega Force,7.3,0.86,0.17,0.51,0.13,0.04,2003.0,0,21,350,72.0,55.0,0.04232283464566929,0.6708860759493671,0.5670103092783505,0.2677791894993943,0
lego batman 2: dc super heroes,3Ds,Action-Adventure,Warner Bros. Interactive Entertainment,Tt Fusion,7.3,0.86,0.42,0.0,0.37,0.07,2012.0,1,2,718,79.0,78.0,0.04232283464566929,0.759493670886076,0.8041237113402062,0.3403486792553645,1
bioshock: the collection,Ps4,Shooter,2K Games,"Blind Squirrel Digital, Inc",7.3,0.86,0.41,0.03,0.28,0.14,2016.0,15,23,5,84.0,86.0,0.04232283464566929,0.8227848101265823,0.8865979381443299,0.37046090684247135,1
final fantasy x / x-2 hd remaster,Psv,Role-Playing,Square Enix,Square Enix,7.3,0.86,0.16,0.28,0.29,0.13,2014.0,13,26,601,85.0,82.0,0.04232283464566929,0.8354430379746836,0.845360824742268,0.3620503626691711,1
farming simulator 17,Ps4,Simulation,Focus Home Interactive,Giants Software,7.3,0.85,0.19,0.01,0.52,0.13,2016.0,16,23,207,69.0,72.0,0.04183070866141732,0.6329113924050633,0.7422680412371134,0.30560214436688826,1
lego jurassic world,3Ds,Action,Warner Bros. Interactive Entertainment,Tt Fusion,7.3,0.85,0.35,0.04,0.39,0.07,2015.0,0,2,718,70.0,73.0,0.04183070866141732,0.6455696202531646,0.7525773195876289,0.3100781981317323,1
kingdoms of amalur: reckoning,Ps3,Role-Playing,Electronic Arts,38 Studios,7.3,0.85,0.37,0.09,0.29,0.1,2012.0,13,22,178,80.0,77.0,0.04183070866141732,0.7721518987341772,0.7938144329896907,0.33937481825439964,1
darksiders ii,Ps3,Action-Adventure,Thq,Vigil Games,8.3,0.85,0.35,0.01,0.37,0.13,2012.0,1,22,657,83.0,81.0,0.04183070866141732,0.810126582278481,0.8350515463917526,0.35538029913656066,1
ratatouille,Ps2,Platform,Thq,Asobo Studio,6.0,0.85,0.31,0.0,0.0,0.53,2007.0,10,21,657,64.0,73.0,0.04183070866141732,0.569620253164557,0.7525773195876289,0.2986857930684411,1
dragon ball z: burst limit,Ps3,Fighting,Atari,Dimps Corporation,7.3,0.85,0.22,0.18,0.34,0.12,2008.0,5,22,68,72.0,77.0,0.04183070866141732,0.6708860759493671,0.7938144329896907,0.32418494483667815,1
ncaa football 11,Ps3,Sports,Ea Sports,Ea Tiburon,8.5,0.85,0.79,0.0,0.0,0.06,2010.0,17,22,167,86.0,75.0,0.04183070866141732,0.8481012658227848,0.7731958762886598,0.345612584142433,1
burnout 2: point of impact,Ps2,Racing,Acclaim Entertainment,Criterion Games,7.3,0.85,0.42,0.0,0.32,0.11,2002.0,12,21,20,86.0,83.0,0.04183070866141732,0.8481012658227848,0.8556701030927835,0.366231140843464,1
burnout legends,Psp,Racing,Electronic Arts,Criterion Games,8.4,0.85,0.7,0.0,0.06,0.09,2005.0,12,25,178,86.0,86.0,0.04183070866141732,0.8481012658227848,0.8865979381443299,0.37396309960635055,1
street fighter ex3,Ps2,Fighting,Capcom,Arika,7.3,0.85,0.32,0.2,0.25,0.08,2000.0,5,21,107,64.0,58.0,0.04183070866141732,0.569620253164557,0.5979381443298969,0.26002599925400816,0
tomb raider: anniversary,Wii,Action,Eidos Interactive,Crystal Dynamics,6.8,0.85,0.12,0.0,0.63,0.11,2007.0,0,31,174,77.0,80.0,0.04183070866141732,0.7341772151898734,0.8247422680412371,0.34141057448564066,1
2010 fifa world cup south africa,X360,Sports,Ea Sports,Ea Canada,8.4,0.85,0.32,0.02,0.42,0.09,2010.0,17,35,167,83.0,82.0,0.04183070866141732,0.810126582278481,0.845360824742268,0.3579576187241895,1
nba 2k8,X360,Sports,2K Sports,Visual Concepts,7.3,0.85,0.79,0.0,0.0,0.07,2007.0,17,35,7,81.0,67.0,0.04183070866141732,0.7848101265822784,0.6907216494845361,0.31550035655532616,1
tiger woods pga tour 2005,Xb,Sports,Ea Sports,Ea Redwood Shores,7.3,0.85,0.64,0.0,0.18,0.03,2004.0,17,36,167,88.0,63.0,0.04183070866141732,0.8734177215189873,0.6494845360824743,0.318482217445317,1
army men: air attack,Ps,Action,3Do,3Do,7.3,0.85,0.47,0.0,0.32,0.06,1999.0,0,20,9,77.0,76.0,0.04183070866141732,0.7341772151898734,0.7835051546391752,0.3311012961351252,1
thief,Ps4,Action,Square Enix,Eidos Montreal,7.3,0.85,0.28,0.03,0.41,0.13,2014.0,0,23,601,67.0,61.0,0.04183070866141732,0.6075949367088608,0.6288659793814433,0.2734541605485403,0
ninja gaiden sigma 2,Ps3,Action,Tecmo Koei,Team Ninja,8.5,0.85,0.52,0.08,0.16,0.1,2009.0,0,22,644,83.0,78.0,0.04183070866141732,0.810126582278481,0.8041237113402062,0.3476483403736741,1
the legendary starfy,Ds,Platform,Nintendo,Tose Software,7.1,0.85,0.6,0.2,0.0,0.05,2009.0,10,4,457,75.0,82.0,0.04183070866141732,0.7088607594936709,0.845360824742268,0.34276774530646803,1
the house of the dead: overkill,Wii,Shooter,Sega,Headstrong Games,7.9,0.85,0.44,0.02,0.3,0.09,2009.0,15,31,566,78.0,80.0,0.04183070866141732,0.7468354430379747,0.8247422680412371,0.34330930866285586,1
army of two: the 40th day,Ps3,Shooter,Electronic Arts,Ea Montreal,7.1,0.85,0.44,0.01,0.27,0.13,2010.0,15,22,178,73.0,69.0,0.04183070866141732,0.6835443037974683,0.711340206185567,0.3054651223128624,1
until dawn: rush of blood,Ps4,Shooter,Sony Interactive Entertainment,Supermassive Games Ltd.,7.3,0.85,0.5,0.0,0.21,0.15,2016.0,15,23,588,72.0,78.0,0.04183070866141732,0.6708860759493671,0.8041237113402062,0.326762264424307,1
metroid: zero mission,Gba,Adventure,Nintendo,Nintendo R&D1,8.9,0.84,0.6,0.0,0.22,0.01,2004.0,2,6,457,89.0,89.0,0.04133858267716535,0.8860759493670886,0.9175257731958762,0.3870959853103315,1
ghostbusters: the video game,Ps3,Action,Atari,Terminal Reality,7.8,0.84,0.34,0.0,0.36,0.14,2009.0,0,22,68,78.0,78.0,0.04133858267716535,0.7468354430379747,0.8041237113402062,0.337859393897047,1
blazing angels: squadrons of wwii,Wii,Simulation,Ubisoft,Ubisoft Romania,4.7,0.84,0.74,0.0,0.04,0.06,2007.0,16,31,685,66.0,71.0,0.04133858267716535,0.5949367088607594,0.7319587628865979,0.2970333466570626,1
street fighter x tekken,Ps3,Fighting,Capcom,Capcom,7.3,0.84,0.42,0.1,0.22,0.1,2012.0,5,22,107,84.0,57.0,0.04133858267716535,0.8227848101265823,0.5876288659793815,0.29512808762013193,1
nba 2k10,Ps3,Sports,2K Sports,Visual Concepts,8.2,0.84,0.75,0.01,0.01,0.07,2009.0,17,22,7,82.0,73.0,0.04133858267716535,0.7974683544303798,0.7525773195876289,0.3325677326677634,1
big mutha truckers,Ps2,Racing,Thq,Eutechnyx,7.3,0.84,0.41,0.0,0.32,0.11,2003.0,12,21,657,62.0,26.0,0.04133858267716535,0.5443037974683544,0.26804123711340205,0.1734590285049029,0
lego batman 3: beyond gotham,Ps3,Action,Warner Bros. Interactive Entertainment,Traveller'S Tales,7.3,0.84,0.34,0.0,0.36,0.14,2014.0,0,22,718,73.0,70.0,0.04133858267716535,0.6835443037974683,0.7216494845360825,0.30774716630994003,1
zombiu,Wiiu,Action,Ubisoft,Ubisoft Montpellier,6.9,0.84,0.35,0.05,0.37,0.07,2012.0,0,32,685,77.0,77.0,0.04133858267716535,0.7341772151898734,0.7938144329896907,0.3333833401322029,1
xenoblade chronicles x,Wiiu,Role-Playing,Nintendo,Monolith Soft,8.1,0.84,0.34,0.15,0.29,0.06,2015.0,13,32,457,84.0,86.0,0.04133858267716535,0.8227848101265823,0.8865979381443299,0.36987035566136905,1
rogue galaxy,Ps2,Role-Playing,Sony Computer Entertainment,Level 5,8.3,0.84,0.24,0.39,0.16,0.05,2007.0,13,21,585,83.0,79.0,0.04133858267716535,0.810126582278481,0.8144329896907216,0.34993038437075175,1
harry potter and the order of the phoenix,Ds,Adventure,Electronic Arts,Visual Impact,7.3,0.84,0.28,0.0,0.46,0.1,2007.0,2,4,178,68.0,53.0,0.04133858267716535,0.620253164556962,0.5463917525773195,0.25443906243417336,0
skate 2,Ps3,Sports,Electronic Arts,Ea Black Box,8.2,0.84,0.46,0.01,0.25,0.12,2009.0,17,22,178,84.0,84.0,0.04133858267716535,0.8227848101265823,0.865979381443299,0.36471571648611134,1
spider-man 2,Gc,Action,Activision,Treyarch,7.7,0.84,0.65,0.0,0.17,0.02,2004.0,0,8,23,83.0,76.0,0.04133858267716535,0.810126582278481,0.7835051546391752,0.3421984256078652,1
atv quad power racing 2,Ps2,Racing,Acclaim Entertainment,Climax Entertainment,7.3,0.84,0.41,0.0,0.32,0.11,2003.0,12,21,20,68.0,68.0,0.04133858267716535,0.620253164556962,0.7010309278350515,0.2930988562486064,1
mlb 13: the show,Ps3,Sports,Sony Computer Entertainment America,Sce San Diego Studio,8.5,0.84,0.68,0.0,0.0,0.16,2013.0,17,22,586,87.0,80.0,0.04133858267716535,0.8607594936708861,0.8247422680412371,0.3601026406672414,1
espn college hoops 2k5,Ps2,Sports,Sega,Visual Concepts,7.3,0.84,0.41,0.0,0.32,0.11,2004.0,17,21,566,86.0,60.0,0.04133858267716535,0.8481012658227848,0.6185567010309279,0.30665751473744884,1
sniper elite v2,X360,Shooter,505 Games,Rebellion Developments,7.0,0.84,0.46,0.02,0.28,0.08,2012.0,15,35,11,67.0,67.0,0.04133858267716535,0.6075949367088608,0.6907216494845361,0.2886228024837624,0
medievil,Ps,Adventure,Sony Computer Entertainment,Scee Cambridge,7.3,0.83,0.46,0.0,0.31,0.05,1998.0,2,20,585,67.0,80.0,0.04084645669291338,0.6075949367088608,0.8247422680412371,0.3218326815323864,1
madden nfl 25,Xone,Sports,Ea Sports,Ea Tiburon,7.1,0.83,0.69,0.0,0.06,0.09,2013.0,17,38,167,70.0,31.0,0.04084645669291338,0.6455696202531646,0.31958762886597936,0.20124022427021754,0
